STATEFP,COUNTYFP,TRACTCE,AFFGEOID,GEOID,GEOID_2020,COUNTY,StateDesc,STATEABBR,LOCATION,E_TOTPOP,M_TOTPOP,E_DAYPOP,SPL_EJI,RPL_EJI,SPL_SER,RPL_SER,SPL_EJI_CBM,RPL_EJI_CBM,E_MINRTY,EPL_MINRTY,SPL_SVM_DOM1,RPL_SVM_DOM1,E_POV200,EPL_POV200,E_NOHSDP,EPL_NOHSDP,E_UNEMP,EPL_UNEMP,E_RENTER,EPL_RENTER,E_HOUBDN,EPL_HOUBDN,E_UNINSUR,EPL_UNINSUR,E_NOINT,EPL_NOINT,SPL_SVM_DOM2,RPL_SVM_DOM2,E_AGE65,EPL_AGE65,E_AGE17,EPL_AGE17,E_DISABL,EPL_DISABL,E_LIMENG,EPL_LIMENG,SPL_SVM_DOM3,RPL_SVM_DOM3,E_MOBILE,EPL_MOBILE,E_GROUPQ,EPL_GROUPQ,SPL_SVM_DOM4,RPL_SVM_DOM4,SPL_SVM,RPL_SVM,E_OZONE,EPL_OZONE,E_PM,EPL_PM,E_DSLPM,EPL_DSLPM,E_TOTCR,EPL_TOTCR,SPL_EBM_DOM1,RPL_EBM_DOM1,E_NPL,EPL_NPL,E_TRI,EPL_TRI,E_TSD,EPL_TSD,E_RMP,EPL_RMP,E_COAL,EPL_COAL,E_LEAD,EPL_LEAD,SPL_EBM_DOM2,RPL_EBM_DOM2,E_PARK,EPL_PARK,E_HOUAGE,EPL_HOUAGE,E_WLKIND,EPL_WLKIND,SPL_EBM_DOM3,RPL_EBM_DOM3,E_RAIL,EPL_RAIL,E_ROAD,EPL_ROAD,E_AIRPRT,EPL_AIRPRT,SPL_EBM_DOM4,RPL_EBM_DOM4,E_IMPWTR,EPL_IMPWTR,F_IMPWTR,SPL_EBM_DOM5,RPL_EBM_DOM5,SPL_EBM,RPL_EBM,E_ASTHMA,EPL_ASTHMA,F_ASTHMA,E_CANCER,EPL_CANCER,F_CANCER,E_CHD,EPL_CHD,F_CHD,E_MHLTH,EPL_MHLTH,F_MHLTH,E_DIABETES,EPL_DIABETES,F_DIABETES,F_HVM,RPL_HVM,E_NEHD,EPL_NEHD,SPL_CBM_DOM1,RPL_CBM_DOM1,E_BURN,EPL_BURN,E_SMOKE,EPL_SMOKE,SPL_CBM_DOM2,RPL_CBM_DOM2,E_CFLD,EPL_CFLD,F_CFLD,E_DRGT,EPL_DRGT,F_DRGT,E_HRCN,EPL_HRCN,F_HRCN,E_RFLD,EPL_RFLD,F_RFLD,E_SWND,EPL_SWND,F_SWND,E_TRND,EPL_TRND,F_TRND,SPL_CBM_DOM3,RPL_CBM_DOM3,SPL_CBM,RPL_CBM,AFAM,E_AFAM,HISP,E_HISP,ASIAN,E_ASIAN,AIAN,E_AIAN,NHPI,E_NHPI,TWOMORE,E_TWOMORE,OTHERRACE,E_OTHERRACE,Tribe_PCT_Tract,Tribe_Names,Tribe_Flag
42,011,011704,140000US42011011704,42011011704,42011011704,Berks County,Pennsylvania,PA,Census Tract 117.04; Berks County; Pennsylvania,2451,287,1459,1.0334,0.3501,0.6334,0.2307,1.7812,0.4856,6.3,0.0848,0.0848,0.0848,15.5876,0.2283,3.6,0.1965,0.7,0.0488,13,0.1808,16.1,0.2058,3.8,0.267,4.3,0.1864,1.3136,0.0706,18,0.591,21.9,0.5169,10.3,0.3319,0,0,1.4398,0.1375,0,0,0.2,0.443,0.443,0.2021,3.2812,0.0378,0.274,0.5463,0.548,0.8557,0.1847,0.4069,20,0.0434,1.8523,0.6353,0,0,0,0,0,0,0,0,25.0689,0.9982,0,0,0.9982,0.4406,39.9384,0.815,47.9,0.4158,5.2778,0.8449,2.0757,0.8472,1.1818,0.3424,69.6123,0.4335,0,0,0.7759,0.3665,0.691,0.6253,0,0.6253,0.6253,6.3274,0.5956,10.4,0.4446,0,10.1,0.8054,1,8,0.6859,1,15.2,0.2933,0,11.3,0.4116,0,2,0.4,10.6,0.3274,0.3274,0.3274,0,0,6.5,0.3111,0.3111,0.3084,0,0,1,3.5,0.2012,9,0.0818,0.5755,9,5.2083,0.9027,9,7.3972,0.9508,9,0,0,0,2.6302,0.8527,3.2687,0.7478,2,0.1,41,1.7,54,2.2,0,0,0,0,57,2.3,0,0,0,-999,-999
42,091,209202,140000US42091209202,42091209202,42091209202,Montgomery County,Pennsylvania,PA,Census Tract 2092.02; Montgomery County; Pennsylvania,2084,202,807,1.4099,0.5742,1.4099,0.7907,1.6747,0.4243,21,0.3474,0.3474,0.3474,19.7578,0.3221,15.3,0.7451,3.2,0.325,33.1,0.5501,23.1,0.4585,7.3,0.5304,17.4,0.7591,3.6903,0.5484,15.4,0.4467,19.7,0.3775,12.2,0.4669,0.3,0.2859,1.577,0.1982,0,0,1.2,0.7129,0.7129,0.4204,6.3276,0.4195,0.274,0.5463,0.274,0.8046,0.2575,0.5938,30,0.4976,2.4423,0.8341,0,0,100,0.8598,89.7877,0.7951,77.8809,0.9445,0,0,0,0,2.5994,0.9284,100,0.5514,83.5,0.8211,9.25,0.4678,1.8403,0.6856,100,0.8112,100,0.6136,100,0.9914,2.4162,0.9973,0.518,0.5225,0,0.5225,0.5225,9.8207,0.9904,11,0.6239,0,8.1,0.5031,0,6.3,0.3854,0,17.7,0.5899,0,10,0.2501,0,0,0,11.2,0.3649,0.3649,0.3649,0,0,6.6,0.3187,0.3187,0.3159,0,0,0,3.1818,0.1831,9,0.0818,0.5755,9,0,0,0,7.3972,0.9508,9,0,0,0,1.7094,0.45,2.393,0.2648,193,9.3,146,7,29,1.4,0,0,0,0,50,2.4,20,1,0,-999,-999
42,095,015203,140000US42095015203,42095015203,42095015203,Northampton County,Pennsylvania,PA,Census Tract 152.03; Northampton County; Pennsylvania,3209,610,1720,1.2955,0.51,0.8955,0.4325,2.0445,0.6313,15.6,0.2628,0.2628,0.2628,43.7519,0.7791,10.9,0.6039,2.5,0.2311,42.6,0.6702,42.3,0.8811,3.6,0.2498,19.7,0.8161,4.2313,0.6744,14.3,0.3855,21.6,0.497,14.5,0.6156,0,0,1.4981,0.1612,0,0,0,0,0,0,5.9922,0.3636,0.183,0.4757,0.273,0.7898,0.1305,0.2492,20,0.0434,1.5581,0.5282,0,0,79.3754,0.7578,79.3754,0.7685,0,0,0,0,0,0,1.5263,0.6318,100,0.5514,93.8,0.9449,11.2833,0.353,1.8493,0.6926,100,0.8112,0,0,0,0,0.8112,0.3786,0.18,0.2838,0,0.2838,0.2838,6.0287,0.5319,11.8,0.8079,1,7.8,0.4639,0,7.7,0.6383,0,19.6,0.7754,1,11.9,0.4866,0,2,0.4,13.8,0.5851,0.5851,0.5851,0,0,7.1,0.3827,0.3827,0.3796,0,0,1,1.5909,0.0789,9,0.0526,0.5233,9,3.5,0.7785,9,6.6787,0.9224,9,0,0,0,2.3031,0.7231,3.2709,0.749,0,0,339,10.6,11,0.3,0,0,0,0,152,4.7,0,0,0,-999,-999
42,095,015700,140000US42095015700,42095015700,42095015700,Northampton County,Pennsylvania,PA,Census Tract 157; Northampton County; Pennsylvania,3042,14,2122,1.3892,0.5626,0.9892,0.5085,2.11,0.6662,9.8,0.1591,0.1591,0.1591,18.781,0.3,10.8,0.5999,7.7,0.7647,46.7,0.7146,35.5,0.78,4.7,0.3429,12.4,0.5821,4.0842,0.6422,19.2,0.6525,14,0.1283,12.4,0.4809,3.6,0.7082,1.9699,0.4805,6,0.7244,0.8,0.658,1.3824,0.8247,7.5956,0.6425,0.183,0.4757,0.182,0.7498,0.1951,0.4371,20,0.0434,1.706,0.5815,0,0,79.5134,0.7583,0,0,0,0,0,0,0,0,0.7583,0.3327,100,0.5514,73,0.6979,13.7778,0.183,1.4323,0.2902,0,0,99.2806,0.5839,0,0,0.5839,0.2096,0.831,0.7015,0,0.7015,0.7015,5.182,0.3467,10.8,0.5656,0,10.1,0.8054,1,8.1,0.7008,1,16.4,0.4345,0,11.4,0.4241,0,2,0.4,13.6,0.5747,0.5747,0.5747,0,0,7.1,0.3827,0.3827,0.3796,0,0,1,0.9545,0.0279,9,0.0526,0.5233,9,3.5,0.7785,9,6.6787,0.9224,9,0,0,0,2.2521,0.7061,3.2095,0.7208,75,2.5,66,2.2,56,1.8,0,0,0,0,100,3.3,0,0,0,-999,-999
42,095,016100,140000US42095016100,42095016100,42095016100,Northampton County,Pennsylvania,PA,Census Tract 161; Northampton County; Pennsylvania,1918,269,1361,1.2599,0.4895,0.8599,0.4033,1.9643,0.5887,16.8,0.2821,0.2821,0.2821,23.9747,0.4161,10.7,0.5959,1.8,0.1463,25.6,0.4319,30.8,0.6829,1.5,0.077,10.6,0.5059,2.856,0.352,16.7,0.5188,16.6,0.2145,13.1,0.5267,0,0,1.26,0.0843,4.7,0.6968,0,0,0.6968,0.4091,5.0949,0.2254,0.091,0.3188,0.273,0.7898,0.1662,0.3538,20,0.0434,1.5058,0.5101,0,0,93.1547,0.8084,84.0678,0.78,0,0,0,0,0,0,1.5884,0.6594,100,0.5514,76.5,0.7378,15.75,0.0537,1.3429,0.2161,100,0.8112,100,0.6136,0,0,1.4248,0.7208,0.737,0.6511,0,0.6511,0.6511,6.513,0.6345,11.3,0.7042,1,9.2,0.6643,0,7.9,0.67,1,18,0.6235,0,11.7,0.4619,0,2,0.4,13.8,0.5851,0.5851,0.5851,0,0,6.9,0.3484,0.3484,0.3454,0,0,1,0,0,0,0.0584,0.5386,9,3.5,0.7785,9,6.5933,0.9176,9,0,0,0,2.2347,0.6975,3.1682,0.7044,22,1.1,262,13.7,0,0,0,0,0,0,38,2,0,0,0,-999,-999
42,095,018200,140000US42095018200,42095018200,42095018200,Northampton County,Pennsylvania,PA,Census Tract 182; Northampton County; Pennsylvania,3259,436,4530,1.5742,0.6608,1.1742,0.6499,2.2873,0.7506,9.3,0.1485,0.1485,0.1485,19.0036,0.305,5.8,0.3411,3.5,0.3643,22.7,0.3805,23.9,0.4858,2.8,0.1794,18.7,0.793,2.8491,0.3504,21.3,0.7477,18.9,0.3298,10.6,0.3534,0.8,0.4212,1.8521,0.3815,20.8,0.8996,0,0,0.8996,0.5734,5.7493,0.3241,0.274,0.5463,0.273,0.7898,0.1457,0.2957,20,0.0434,1.6752,0.5696,0,0,24.6939,0.5611,11.0526,0.5613,9.8689,0.7805,0,0,0,0,1.9029,0.7835,64.3804,0.7402,51.8,0.4583,4.6157,0.9037,2.1022,0.8616,37.7803,0.5617,21.3829,0.2356,0.475,0.8243,1.6216,0.9031,0.436,0.4713,0,0.4713,0.4713,7.7732,0.8501,10.2,0.3849,0,11,0.9007,1,8.6,0.7708,1,14.6,0.2302,0,12.5,0.5577,0,2,0.4,12,0.4486,0.4486,0.4486,0,0,7.2,0.3983,0.3983,0.3951,0,0,1,2.2273,0.1196,9,0.0526,0.5233,9,3.5,0.7785,9,6.6787,0.9224,9,0,0,0,2.3438,0.7375,3.1907,0.7131,31,1,212,6.5,50,1.5,0,0,0,0,11,0.3,0,0,0,-999,-999
42,097,081500,140000US42097081500,42097081500,42097081500,Northumberland County,Pennsylvania,PA,Census Tract 815; Northumberland County; Pennsylvania,2200,365,1629,2.5766,0.985,1.5766,0.8725,2.6825,0.899,25.3,0.4097,0.4097,0.4097,61.7727,0.939,15.7,0.7549,10.7,0.8888,43.8,0.6838,48.3,0.937,0,0,25,0.905,5.1085,0.8457,16.7,0.5188,28.6,0.8615,23.5,0.9301,0,0,2.3104,0.7551,3,0.6503,0.7,0.6382,1.2885,0.7797,9.1171,0.8625,0,0,0.182,0.7498,0.1216,0.2226,20,0.0434,1.0158,0.3129,0,0,100,0.8598,0,0,0,0,56.9912,0.9995,0,0,1.8593,0.7779,100,0.5514,92.4,0.929,8.8125,0.498,1.9784,0.7858,100,0.8112,100,0.6136,0,0,1.4248,0.7208,0.75,0.6573,0,0.6573,0.6573,6.9356,0.7141,12.8,0.925,1,9.4,0.6969,1,11.3,0.9653,1,21.4,0.8877,1,16,0.845,1,5,1,9.4,0.2483,0.2483,0.2483,0,0,6.5,0.3111,0.3111,0.3084,0,0,1,0,0,0,0.0643,0.5472,9,1.375,0.3322,9,3.5148,0.6268,9,0,0,0,1.5062,0.3437,2.0656,0.1059,0,0,539,24.5,0,0,2,0.1,0,0,16,0.7,0,0,0,-999,-999
42,097,082200,140000US42097082200,42097082200,42097082200,Northumberland County,Pennsylvania,PA,Census Tract 822; Northumberland County; Pennsylvania,3906,396,5750,1.7506,0.7455,1.5506,0.8604,1.8694,0.5364,12,0.2005,0.2005,0.2005,48.1531,0.8327,10.2,0.5751,6.6,0.69,43.2,0.6773,29,0.6381,1.8,0.1001,17.6,0.7645,4.2778,0.6845,21.3,0.7477,23.3,0.6066,16.4,0.7186,1,0.46,2.5329,0.8791,3.1,0.6533,5.1,0.9057,1.559,0.9109,8.5702,0.7926,0,0,0.273,0.7898,0.1735,0.3748,20,0.0434,1.208,0.3968,0,0,94.4299,0.8137,0,0,80.8033,0.9487,0,0,0,0,1.7624,0.7591,100,0.5514,85.1,0.8408,7.0833,0.6583,2.0505,0.8313,100,0.8112,100,0.6136,0,0,1.4248,0.7208,0.89,0.7447,0,0.7447,0.7447,7.1904,0.758,11.1,0.652,0,8.8,0.6013,0,8.6,0.7708,1,18.4,0.6657,0,12.5,0.5577,0,1,0.2,9.6,0.2579,0.2579,0.2579,0,0,6.8,0.3348,0.3348,0.3318,0,0,1,0,0,0,0.0643,0.5472,9,1.375,0.3322,9,3.5148,0.6268,9,0,0,0,1.5062,0.3437,2.0989,0.1188,96,2.5,297,7.6,0,0,0,0,0,0,74,1.9,0,0,0,-999,-999
42,101,000101,140000US42101000101,42101000101,42101000101,Philadelphia County,Pennsylvania,PA,Census Tract 1.01; Philadelphia County; Pennsylvania,1947,296,12104,0.8154,0.2195,0.8154,0.367,1.1673,0.1653,21.3,0.3517,0.3517,0.3517,5.0333,0.026,0.8,0.0326,5.1,0.5537,68.6,0.8865,19.5,0.3288,0,0,0,0,1.8276,0.1461,10.7,0.2044,2.1,0.0131,9.4,0.2675,0.8,0.4212,0.9062,0.031,0,0,0,0,0,0,3.0855,0.0277,0.822,0.7854,0,0,0.4879,0.9057,30,0.4976,2.1887,0.7573,0,0,100,0.8598,100,0.8446,0,0,0,0,0,0,1.7044,0.7095,100,0.5514,65.7,0.6144,19.0833,0.0006,1.1664,0.11,100,0.8112,100,0.6136,0,0,1.4248,0.7208,1,0.8863,0,0.8863,0.8863,7.3706,0.7877,8.8,0.0808,0,5,0.1421,0,2.7,0.0157,0,13.1,0.1052,0,4.7,0.0125,0,0,0,10,0.2828,0.2828,0.2828,0,0,7,0.3651,0.3651,0.3621,0,0,0,5.4091,0.302,9,0.0935,0.6127,9,0,0,0,7.4994,0.9627,9,0.0278,0,2,1.8774,0.5361,2.5253,0.3519,15,0.8,248,12.7,101,5.2,0,0,0,0,51,2.6,0,0,0,-999,-999
42,101,000102,140000US42101000102,42101000102,42101000102,Philadelphia County,Pennsylvania,PA,Census Tract 1.02; Philadelphia County; Pennsylvania,2897,476,7745,0.8518,0.2399,0.8518,0.3965,1.2037,0.1804,13.4,0.2255,0.2255,0.2255,8.8881,0.086,4.3,0.2435,4.9,0.5324,63.9,0.8577,15.5,0.1855,5.2,0.3836,0.5,0.0226,2.3113,0.2365,8.1,0.1077,5.6,0.0278,5.7,0.0655,0,0,0.201,0.0029,0,0,1.2,0.7129,0.7129,0.4204,3.4507,0.0481,0.913,0.805,0,0,0.4921,0.9079,30,0.4976,2.2105,0.7635,0,0,100,0.8598,100,0.8446,0,0,0,0,0,0,1.7044,0.7095,100,0.5514,71.9,0.6852,18.1667,0.004,1.2406,0.1489,100,0.8112,100,0.6136,0,0,1.4248,0.7208,1,0.8863,0,0.8863,0.8863,7.4666,0.8037,8.8,0.0808,0,5.1,0.153,0,2.9,0.019,0,13.4,0.1258,0,5,0.0148,0,0,0,10,0.2828,0.2828,0.2828,0,0,7,0.3651,0.3651,0.3621,0,0,0,5.4091,0.302,9,0.0935,0.6127,9,0,0,0,7.4994,0.9627,9,0,0,0,1.8774,0.5361,2.5253,0.3519,117,4,104,3.6,116,4,0,0,0,0,50,1.7,0,0,0,-999,-999
42,101,001800,140000US42101001800,42101001800,42101001800,Philadelphia County,Pennsylvania,PA,Census Tract 18; Philadelphia County; Pennsylvania,3300,369,2619,0.8181,0.2211,0.8181,0.3693,1.1863,0.1728,26.7,0.4279,0.4279,0.4279,9.2727,0.0938,0.7,0.0286,5.3,0.5748,45,0.6971,16.5,0.2195,2.6,0.1634,2.7,0.1062,1.8834,0.1558,9.2,0.1452,14.3,0.1365,4.5,0.032,0.3,0.2859,0.5996,0.0131,0,0,0,0,0,0,2.9109,0.0205,0.822,0.7854,0,0,0.4234,0.8582,30,0.4976,2.1412,0.7392,0,0,100,0.8598,100,0.8446,0,0,0,0,0,0,1.7044,0.7095,100,0.5514,74.8,0.7182,18.1667,0.004,1.2736,0.1686,100,0.8112,100,0.6136,0,0,1.4248,0.7208,1,0.8863,0,0.8863,0.8863,7.4303,0.7976,9.4,0.1813,0,5.8,0.2323,0,3.5,0.0346,0,14.2,0.192,0,6.3,0.0298,0,0,0,10.2,0.2978,0.2978,0.2978,0,0,7,0.3651,0.3651,0.3621,0,0,0,5.4091,0.302,9,0.0935,0.6127,9,0,0,0,7.4994,0.9627,9,0,0,0,1.8774,0.5361,2.5403,0.3682,347,10.5,128,3.9,185,5.6,0,0,0,0,222,6.7,0,0,0,-999,-999
42,101,006100,140000US42101006100,42101006100,42101006100,Philadelphia County,Pennsylvania,PA,Census Tract 61; Philadelphia County; Pennsylvania,2919,558,1163,2.3061,0.9352,1.7061,0.9268,2.6773,0.8974,93.7,0.935,0.935,0.935,51.2161,0.8632,13.5,0.6944,9.9,0.8645,25.6,0.4319,45.7,0.9165,5.2,0.3836,26.8,0.9238,5.0779,0.8409,11,0.2173,25.4,0.7284,18.1,0.7919,2.5,0.6363,2.3739,0.7959,1.4,0.5727,0.2,0.443,1.0157,0.6901,9.4025,0.8954,0.639,0.727,0,0,0.3594,0.7839,30,0.4976,2.0085,0.6906,0,0,100,0.8598,100,0.8446,0,0,0,0,0,0,1.7044,0.7095,100,0.5514,95.3,0.9614,14.1667,0.154,1.6668,0.5285,100,0.8112,100,0.6136,0,0,1.4248,0.7208,0.84,0.7055,0,0.7055,0.7055,7.51,0.8107,12.3,0.8804,1,5.1,0.153,0,7.1,0.5371,0,19,0.7245,1,17.5,0.905,1,3,0.6,10,0.2828,0.2828,0.2828,0,0,7.1,0.3827,0.3827,0.3796,0,0,0,5.4091,0.302,9,0.0935,0.6127,9,0,0,0,7.4994,0.9627,9,0,0,0,1.8774,0.5361,2.5429,0.3712,2439,83.6,0,0,268,9.2,0,0,0,0,27,0.9,0,0,0,-999,-999
42,101,011000,140000US42101011000,42101011000,42101011000,Philadelphia County,Pennsylvania,PA,Census Tract 110; Philadelphia County; Pennsylvania,2729,734,1538,2.4818,0.9712,1.6818,0.9172,2.8329,0.9374,91.8,0.9209,0.9209,0.9209,73.8365,0.9822,19,0.8224,9.6,0.8538,67.2,0.8783,60.6,0.9885,4.4,0.3188,20.8,0.8392,5.6832,0.9311,15.2,0.4354,29.6,0.8899,22.8,0.9181,1,0.46,2.7034,0.9406,0,0,3.1,0.8463,0.8463,0.5248,10.1538,0.96,0.822,0.7854,0,0,0.4116,0.8459,30,0.4976,2.1289,0.7351,0,0,47.7531,0.6534,15.6968,0.5859,0,0,0,0,0,0,1.2393,0.5188,100,0.5514,82.3,0.8066,14.5625,0.1229,1.4809,0.3344,100,0.8112,100,0.6136,0,0,1.4248,0.7208,0.84,0.7055,0,0.7055,0.7055,6.9794,0.7218,14.1,0.9791,1,4.8,0.1205,0,9.1,0.8302,1,22,0.9132,1,21.7,0.9767,1,4,0.8,10.4,0.3122,0.3122,0.3122,0,0,6.8,0.3348,0.3348,0.3318,0,0,0,5.4091,0.302,9,0.0935,0.6127,9,0,0,0,7.4994,0.9627,9,0,0,0,1.8774,0.5361,2.5244,0.3511,2312,84.7,106,3.9,14,0.5,0,0,0,0,74,2.7,0,0,0,-999,-999
42,101,014202,140000US42101014202,42101014202,42101014202,Philadelphia County,Pennsylvania,PA,Census Tract 142.02; Philadelphia County; Pennsylvania,2273,455,3774,0.777,0.1987,0.777,0.3359,1.7501,0.4672,21.9,0.3613,0.3613,0.3613,4.3554,0.0188,0.4,0.0176,1.2,0.086,62.4,0.8477,22.9,0.4519,11.9,0.7473,4.5,0.1974,2.3667,0.2476,4.6,0.0313,4,0.0206,4.6,0.0342,0,0,0.0861,0.0015,0,0,0.2,0.443,0.443,0.2021,3.2571,0.0364,0.913,0.805,0,0,0.4767,0.8987,30,0.4976,2.2013,0.7608,0,0,100,0.8598,100,0.8446,0,0,0,0,0,0,1.7044,0.7095,100,0.5514,37.5,0.3079,17.4167,0.01,0.8693,0.0203,99.9939,0.81,100,0.6136,0,0,1.4236,0.7198,1,0.8863,0,0.8863,0.8863,7.0849,0.7406,8.5,0.0496,0,4,0.0489,0,2.5,0.0126,0,13.8,0.1567,0,4.7,0.0125,0,0,0,10,0.2828,0.2828,0.2828,0,0,7,0.3651,0.3651,0.3621,3.675,0.7164,9,5.0909,0.2905,9,0.0935,0.6127,9,5.9167,0.9484,9,7.4994,0.9627,9,0,0,0,3.5307,0.9909,4.1786,0.9731,139,6.1,213,9.4,130,5.7,0,0,0,0,16,0.7,0,0,0,-999,-999
42,101,018300,140000US42101018300,42101018300,42101018300,Philadelphia County,Pennsylvania,PA,Census Tract 183; Philadelphia County; Pennsylvania,3998,597,2596,1.1981,0.452,1.1981,0.6656,2.1688,0.6951,4.6,0.0501,0.0501,0.0501,20.4728,0.3393,11.5,0.6268,7,0.7207,8.5,0.0929,21.8,0.4129,1.3,0.0636,12.3,0.5783,2.8345,0.3475,12.1,0.2694,18.1,0.285,21.8,0.8991,0.3,0.2859,1.7394,0.2974,0,0,0.1,0.3697,0.3697,0.1668,4.9937,0.211,1.096,0.8546,0,0,0.3952,0.8266,30,0.4976,2.1788,0.753,43.7393,0.9775,100,0.8598,100,0.8446,99.8368,0.979,0,0,0,0,3.6609,0.998,100,0.5514,91.5,0.9186,15.3333,0.0746,1.5446,0.3997,100,0.8112,100,0.6136,0,0,1.4248,0.7208,0.996,0.8552,0,0.8552,0.8552,9.6643,0.9871,10.9,0.595,0,8,0.4897,0,7,0.519,0,17.4,0.5557,0,10.3,0.2855,0,0,0,10,0.2828,0.2828,0.2828,0,0,6.9,0.3484,0.3484,0.3454,3.675,0.7164,9,4.7727,0.276,9,0.0935,0.6127,9,5.9167,0.9484,9,7.4994,0.9627,9,0,0,0,3.5162,0.9904,4.1474,0.9707,4,0.1,32,0.8,35,0.9,0,0,0,0,112,2.8,0,0,0,-999,-999
42,101,018802,140000US42101018802,42101018802,42101018802,Philadelphia County,Pennsylvania,PA,Census Tract 188.02; Philadelphia County; Pennsylvania,4262,1510,1774,2.4336,0.9627,1.8336,0.972,2.7505,0.9179,93.9,0.9364,0.9364,0.9364,76.6102,0.9873,19.5,0.8306,2.2,0.1939,66.2,0.8722,59.2,0.9857,3.1,0.2061,8,0.3811,4.4569,0.7234,1.1,0.0083,46.2,0.9981,14.4,0.6092,17.8,0.9482,2.5638,0.892,1.4,0.5727,2,0.7834,1.3561,0.8122,9.3132,0.8855,1.096,0.8546,0,0,0.3989,0.8312,30,0.4976,2.1834,0.7552,0,0,100,0.8598,100,0.8446,100,0.9809,0,0,0,0,2.6853,0.9559,100,0.5514,92.8,0.9333,15.7857,0.0513,1.536,0.3905,100,0.8112,100,0.6136,0,0,1.4248,0.7208,1,0.8863,0,0.8863,0.8863,8.7158,0.9481,12.5,0.9009,1,4.2,0.0639,0,7,0.519,0,23.5,0.9543,1,16.5,0.8676,1,3,0.6,10,0.2828,0.2828,0.2828,0,0,6.9,0.3484,0.3484,0.3454,0,0,0,4.7727,0.276,9,0.0935,0.6127,9,0,0,0,7.4994,0.9627,9,0,0,0,1.8514,0.5217,2.4826,0.3169,656,15.4,3344,78.5,0,0,0,0,0,0,0,0,0,0,0,-999,-999
42,101,020101,140000US42101020101,42101020101,42101020101,Philadelphia County,Pennsylvania,PA,Census Tract 201.01; Philadelphia County; Pennsylvania,3196,866,5972,2.7234,0.9974,1.9234,0.9932,3.0529,0.9726,98.7,0.9808,0.9808,0.9808,67.9798,0.9664,14.7,0.7286,14.4,0.9516,71.6,0.9023,64.6,0.9939,7.4,0.5368,30.1,0.9498,6.0294,0.9689,29.8,0.9355,23.1,0.5938,23.1,0.9232,2,0.5931,3.0456,0.9908,0,0,1.7,0.7599,0.7599,0.456,10.8157,0.9891,1.005,0.8385,0,0,0.3888,0.8192,30,0.4976,2.1553,0.7444,0,0,100,0.8598,100,0.8446,18.9765,0.8212,0,0,0,0,2.5256,0.9091,100,0.5514,88.4,0.8808,14.6667,0.1177,1.5499,0.4051,100,0.8112,100,0.6136,0,0,1.4248,0.7208,1,0.8863,0,0.8863,0.8863,8.5419,0.9343,13.2,0.9499,1,4.7,0.1105,0,8.5,0.7571,1,21.4,0.8877,1,21,0.9703,1,4,0.8,10.4,0.3122,0.3122,0.3122,0,0,6.8,0.3348,0.3348,0.3318,0,0,0,4.7727,0.276,9,0.0935,0.6127,9,0,0,0,7.4994,0.9627,9,0,0,0,1.8514,0.5217,2.4984,0.3295,2844,89,169,5.3,105,3.3,0,0,0,0,37,1.2,0,0,0,-999,-999
42,101,021200,140000US42101021200,42101021200,42101021200,Philadelphia County,Pennsylvania,PA,Census Tract 212; Philadelphia County; Pennsylvania,2967,549,1440,1.0221,0.3432,1.0221,0.5354,1.3516,0.2492,18.9,0.3157,0.3157,0.3157,19.3185,0.3124,6.1,0.3599,4.7,0.5103,31.4,0.5255,19.9,0.3433,7,0.511,3,0.1201,2.6825,0.3141,10.4,0.1921,14.8,0.1505,13.1,0.5267,1.2,0.4943,1.3636,0.1118,0,0,0.7,0.6382,0.6382,0.3593,5,0.212,0.822,0.7854,0,0,0.3485,0.7689,30,0.4976,2.0519,0.7106,0,0,83.2053,0.771,100,0.8446,0,0,0,0,0,0,1.6156,0.6716,100,0.5514,96.2,0.9711,15.0833,0.0882,1.6107,0.4702,95.0419,0.768,100,0.6136,0,0,1.3816,0.685,0.993,0.8472,0,0.8472,0.8472,7.507,0.8101,10.2,0.3849,0,6.2,0.2765,0,4.5,0.0947,0,16.7,0.4718,0,7.7,0.0665,0,0,0,10.4,0.3122,0.3122,0.3122,0,0,6.8,0.3348,0.3348,0.3318,0,0,0,4.7727,0.276,9,0.0935,0.6127,9,0,0,0,7.4994,0.9627,9,0,0,0,1.8514,0.5217,2.4984,0.3295,274,9.2,212,7.1,31,1,0,0,0,0,44,1.5,0,0,0,-999,-999
