ST,STATE,ST_ABBR,STCNTY,COUNTY,FIPS,LOCATION,AREA_SQMI,E_TOTPOP,M_TOTPOP,E_HU,M_HU,E_HH,M_HH,E_POV150,M_POV150,E_UNEMP,M_UNEMP,E_HBURD,M_HBURD,E_NOHSDP,M_NOHSDP,E_UNINSUR,M_UNINSUR,E_AGE65,M_AGE65,E_AGE17,M_AGE17,E_DISABL,M_DISABL,E_SNGPNT,M_SNGPNT,E_LIMENG,M_LIMENG,E_MINRTY,M_MINRTY,E_MUNIT,M_MUNIT,E_MOBILE,M_MOBILE,E_CROWD,M_CROWD,E_NOVEH,M_NOVEH,E_GROUPQ,M_GROUPQ,EP_POV150,MP_POV150,EP_UNEMP,MP_UNEMP,EP_HBURD,MP_HBURD,EP_NOHSDP,MP_NOHSDP,EP_UNINSUR,MP_UNINSUR,EP_AGE65,MP_AGE65,EP_AGE17,MP_AGE17,EP_DISABL,MP_DISABL,EP_SNGPNT,MP_SNGPNT,EP_LIMENG,MP_LIMENG,EP_MINRTY,MP_MINRTY,EP_MUNIT,MP_MUNIT,EP_MOBILE,MP_MOBILE,EP_CROWD,MP_CROWD,EP_NOVEH,MP_NOVEH,EP_GROUPQ,MP_GROUPQ,EPL_POV150,EPL_UNEMP,EPL_HBURD,EPL_NOHSDP,EPL_UNINSUR,SPL_THEME1,RPL_THEME1,EPL_AGE65,EPL_AGE17,EPL_DISABL,EPL_SNGPNT,EPL_LIMENG,SPL_THEME2,RPL_THEME2,EPL_MINRTY,SPL_THEME3,RPL_THEME3,EPL_MUNIT,EPL_MOBILE,EPL_CROWD,EPL_NOVEH,EPL_GROUPQ,SPL_THEME4,RPL_THEME4,SPL_THEMES,RPL_THEMES,F_POV150,F_UNEMP,F_HBURD,F_NOHSDP,F_UNINSUR,F_THEME1,F_AGE65,F_AGE17,F_DISABL,F_SNGPNT,F_LIMENG,F_THEME2,F_MINRTY,F_THEME3,F_MUNIT,F_MOBILE,F_CROWD,F_NOVEH,F_GROUPQ,F_THEME4,F_TOTAL,E_DAYPOP,E_NOINT,M_NOINT,E_AFAM,M_AFAM,E_HISP,M_HISP,E_ASIAN,M_ASIAN,E_AIAN,M_AIAN,E_NHPI,M_NHPI,E_TWOMORE,M_TWOMORE,E_OTHERRACE,M_OTHERRACE,EP_NOINT,MP_NOINT,EP_AFAM,MP_AFAM,EP_HISP,MP_HISP,EP_ASIAN,MP_ASIAN,EP_AIAN,MP_AIAN,EP_NHPI,MP_NHPI,EP_TWOMORE,MP_TWOMORE,EP_OTHERRACE,MP_OTHERRACE
42,Pennsylvania,PA,42101,Philadelphia County,42101000101,Census Tract 1.01; Philadelphia County; Pennsylvania,0.135862730066,1947,296,1558,196,1413,223,61,48,83,86,275,147,15,25,0,11,209,136,40,47,183,131,0,15,15,48,415,386,1237,277,0,11,16,27,549,230,0,11,3.1,2.4,5.1,5.3,19.5,9.9,0.8,1.4,0.0,1.5,10.7,7.2,2.1,2.3,9.4,6.9,0.0,1.1,0.8,2.5,21.3,19.6,79.4,14.7,0.0,1.9,1.1,1.9,38.9,13.0,0.0,0.6,0.0311,0.5576,0.3809,0.0346,0.0,1.0042,0.0933,0.1157,0.0141,0.1862,0.0,0.5775,0.8935,0.0221,0.6118,0.6118,0.6118,0.9912,0.0,0.5882,0.9541,0.0,2.5335,0.6415,5.043,0.1139,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,2.0,2.0,12104,0,11,15,25,248,159,101,72,0,11,0,11,51,52,0,11,0.0,2.1,0.8,1.3,12.7,7.5,5.2,3.6,0.0,1.5,0.0,1.5,2.6,2.7,0.0,1.5
42,Pennsylvania,PA,42101,Philadelphia County,42101017602,Census Tract 176.02; Philadelphia County; Pennsylvania,0.154618793022,4074,736,1390,145,1240,165,2817,778,108,94,682,271,1046,323,449,212,205,86,1442,500,1580,410,168,88,924,315,3894,757,0,15,0,11,73,63,589,202,109,12,69.9,14.6,9.3,7.6,55.0,20.6,45.6,11.9,11.0,4.6,5.0,2.2,35.4,7.9,38.8,9.4,13.5,6.9,24.6,7.0,95.6,6.9,0.0,1.1,0.0,2.1,5.9,5.0,47.5,15.5,2.7,0.6,0.9915,0.8443,0.9824,0.9982,0.8987,4.7151,0.9906,0.0185,0.988,0.9953,0.8971,0.9944,3.8933,0.9838,0.9728,0.9728,0.9728,0.0,0.0,0.9468,0.9771,0.7972,2.7211,0.7206,12.3023,0.9859,1.0,0.0,1.0,1.0,0.0,3.0,0.0,1.0,1.0,0.0,1.0,3.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,2.0,9.0,1614,311,160,609,410,2953,636,304,449,0,11,0,11,28,35,0,11,25.1,12.4,14.9,9.7,72.5,11.9,7.5,10.5,0.0,0.7,0.0,0.7,0.7,0.9,0.0,0.7
42,Pennsylvania,PA,42101,Philadelphia County,42101017701,Census Tract 177.01; Philadelphia County; Pennsylvania,0.093071045406,3175,922,1413,218,1189,249,1478,706,8,8,541,214,892,321,417,338,319,252,801,459,1524,619,245,158,710,339,2880,944,9,18,0,11,22,49,563,182,14,2,46.6,17.6,0.7,0.8,45.5,15.3,43.9,12.4,13.1,8.4,10.0,6.9,25.2,11.5,48.0,11.0,20.6,12.6,23.5,8.8,90.7,13.8,0.6,1.3,0.0,2.1,1.9,4.1,47.4,14.9,0.4,0.1,0.9321,0.0355,0.9359,0.9965,0.9354,3.8354,0.8744,0.0949,0.8236,0.9985,0.9676,0.9915,3.8761,0.9826,0.9525,0.9525,0.9525,0.292,0.0,0.7271,0.9768,0.5403,2.5362,0.6421,11.2002,0.937,1.0,0.0,1.0,1.0,1.0,4.0,0.0,0.0,1.0,1.0,1.0,3.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,9.0,1600,287,105,511,296,2351,907,18,62,0,11,0,11,0,11,0,11,24.1,8.5,16.1,9.6,74.0,11.9,0.6,2.0,0.0,0.9,0.0,0.9,0.0,0.9,0.0,0.9
42,Pennsylvania,PA,42101,Philadelphia County,42101017702,Census Tract 177.02; Philadelphia County; Pennsylvania,0.188903106214,4726,744,1831,161,1573,171,3396,799,25,28,775,262,1068,351,369,146,331,147,1640,500,1527,415,309,169,1388,445,4283,844,36,59,13,23,68,73,482,165,0,11,72.2,12.7,1.8,2.1,49.3,15.8,40.2,9.9,7.8,2.7,7.0,2.7,34.7,7.6,32.3,7.6,19.6,10.5,32.6,9.4,90.6,10.7,2.0,3.2,0.7,1.3,4.3,4.6,30.6,10.1,0.0,0.2,0.9935,0.1213,0.9591,0.9936,0.7932,3.8607,0.8779,0.0384,0.9845,0.9868,0.9618,0.9991,3.9706,0.9891,0.9519,0.9519,0.9519,0.4081,0.5525,0.9056,0.9159,0.0,2.7821,0.7426,11.5653,0.9588,1.0,0.0,1.0,1.0,0.0,3.0,0.0,1.0,1.0,1.0,1.0,4.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,2.0,10.0,4454,349,151,415,349,3733,775,116,118,0,11,0,11,19,31,0,11,22.2,9.2,8.8,7.8,79.0,7.6,2.5,2.6,0.0,0.6,0.0,0.6,0.4,0.7,0.0,0.6
42,Pennsylvania,PA,42101,Philadelphia County,42101017800,Census Tract 178; Philadelphia County; Pennsylvania,0.25583697673,6592,1349,3169,699,2793,668,4274,1095,68,84,1320,503,1057,371,440,333,509,257,1694,678,2558,919,469,236,1135,634,5219,1414,40,65,0,16,161,141,1241,386,150,7,65.0,10.0,2.8,3.6,47.3,14.0,24.2,9.5,6.7,5.5,7.7,4.6,25.7,8.5,38.9,10.1,16.8,7.4,18.4,9.5,79.2,14.1,1.3,2.0,0.0,0.9,5.7,4.9,44.4,16.3,2.3,0.5,0.9847,0.2456,0.9476,0.9645,0.7257,3.8681,0.8782,0.0501,0.8438,0.9956,0.9388,0.9848,3.8131,0.9771,0.9238,0.9238,0.9238,0.3599,0.0,0.9441,0.9688,0.775,3.0478,0.8421,11.6528,0.9638,1.0,0.0,1.0,1.0,0.0,3.0,0.0,0.0,1.0,1.0,1.0,3.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,2.0,9.0,6624,568,262,1958,859,2704,892,0,16,4,7,0,16,520,408,33,59,20.3,11.2,29.7,11.3,41.0,11.7,0.0,0.5,0.1,0.1,0.0,0.5,7.9,5.4,0.5,1.0
42,Pennsylvania,PA,42101,Philadelphia County,42101017900,Census Tract 179; Philadelphia County; Pennsylvania,0.275730110076,6675,1389,2890,477,2681,505,3521,1198,156,216,983,378,753,442,1379,721,405,225,1641,937,1240,540,559,342,674,439,4664,1702,0,22,0,16,100,135,786,339,0,16,52.9,14.2,5.3,7.1,36.7,12.3,17.6,9.9,20.7,9.9,6.1,3.4,24.6,11.5,18.6,7.7,20.9,12.1,11.2,7.0,69.9,20.9,0.0,0.8,0.0,1.0,3.7,5.0,29.3,11.6,0.0,0.2,0.9595,0.5764,0.85,0.9045,0.9803,4.2707,0.9435,0.0267,0.8013,0.7747,0.9703,0.9607,3.5337,0.9403,0.9013,0.9013,0.9013,0.0,0.0,0.8803,0.9053,0.0,1.7856,0.2971,10.4913,0.8856,1.0,0.0,0.0,1.0,1.0,3.0,0.0,0.0,0.0,1.0,1.0,2.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,7.0,3415,378,200,1273,1101,3001,1070,82,115,0,16,0,16,308,313,0,16,14.1,7.9,19.1,15.1,45.0,15.1,1.2,1.8,0.0,0.4,0.0,0.4,4.6,4.6,0.0,0.4
42,Pennsylvania,PA,42101,Philadelphia County,42101018001,Census Tract 180.01; Philadelphia County; Pennsylvania,0.149569737168,2251,317,1170,98,1108,106,693,279,143,96,226,133,113,63,102,75,327,103,497,165,318,105,131,109,27,50,479,500,0,15,0,11,0,15,390,148,5,2,31.0,11.7,11.3,7.1,20.4,11.8,7.0,3.7,4.5,3.3,14.5,5.0,22.1,5.4,14.1,5.2,11.8,9.8,1.3,2.4,21.3,22.0,0.0,1.3,0.0,2.5,0.0,1.4,35.2,13.0,0.2,0.1,0.8061,0.9025,0.4182,0.5062,0.5236,3.1566,0.7205,0.2608,0.6546,0.4969,0.8691,0.6777,2.9591,0.7809,0.6118,0.6118,0.6118,0.0,0.0,0.0,0.9371,0.402,1.3391,0.1503,8.0666,0.5899,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,1776,317,140,25,36,333,261,0,11,0,11,0,11,121,66,0,11,28.6,12.3,1.1,1.6,14.8,11.6,0.0,1.3,0.0,1.3,0.0,1.3,5.4,2.9,0.0,1.3
42,Pennsylvania,PA,42101,Philadelphia County,42101018002,Census Tract 180.02; Philadelphia County; Pennsylvania,0.169804184682,5381,1119,2563,324,2307,346,1040,454,96,74,541,226,342,161,304,217,668,272,994,232,941,467,112,107,29,82,1473,1247,20,35,0,16,51,58,421,136,6,2,19.4,7.4,3.7,3.0,23.5,9.1,8.9,4.8,5.6,4.2,12.4,5.7,18.5,4.7,17.5,6.1,4.8,4.6,0.6,1.6,27.4,22.5,0.8,1.4,0.0,1.2,2.2,2.5,18.2,6.3,0.1,0.0,0.5952,0.3787,0.5394,0.6322,0.6344,2.7799,0.6019,0.172,0.3768,0.7154,0.5368,0.5101,2.3111,0.4185,0.6959,0.6959,0.6959,0.3149,0.0,0.7565,0.81,0.3021,2.1835,0.4785,7.9704,0.574,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2193,431,187,76,132,316,252,136,98,0,16,0,16,945,1105,0,16,18.7,8.1,1.4,2.5,5.9,4.8,2.5,1.8,0.0,0.6,0.0,0.6,17.6,18.0,0.0,0.6
42,Pennsylvania,PA,42101,Philadelphia County,42101018300,Census Tract 183; Philadelphia County; Pennsylvania,0.69472105064,3998,597,1745,169,1604,183,600,298,147,105,349,134,353,157,51,56,482,130,725,193,873,280,55,51,12,46,183,852,0,15,0,11,37,46,226,116,5,3,15.1,7.1,7.0,4.7,21.8,8.0,11.5,4.1,1.3,1.4,12.1,3.5,18.1,3.9,21.8,5.7,3.4,3.2,0.3,1.2,4.6,21.3,0.0,0.9,0.0,1.7,2.3,2.9,14.1,6.9,0.1,0.1,0.443,0.7194,0.4703,0.7588,0.1004,2.4919,0.504,0.1617,0.3513,0.8931,0.3788,0.3815,2.1664,0.325,0.1415,0.1415,0.1415,0.0,0.0,0.7682,0.7462,0.3021,1.8165,0.3106,6.6163,0.3427,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2596,197,105,4,2,32,33,35,52,0,11,0,11,112,90,0,11,12.3,6.4,0.1,0.1,0.8,0.8,0.9,1.3,0.0,0.7,0.0,0.7,2.8,2.3,0.0,0.7
42,Pennsylvania,PA,42101,Philadelphia County,42101018400,Census Tract 184; Philadelphia County; Pennsylvania,0.50976467907,2202,382,943,112,897,115,572,249,60,61,226,97,46,34,58,42,423,128,632,199,362,132,90,70,59,95,207,531,9,17,0,11,11,19,176,82,2,5,26.5,10.6,6.3,5.9,25.2,10.3,3.1,2.3,2.6,1.9,19.2,6.6,28.7,5.8,16.4,6.9,10.0,7.7,2.9,4.6,9.4,24.1,1.0,1.8,0.0,3.1,1.2,2.1,19.6,9.8,0.1,0.2,0.7503,0.6669,0.5953,0.1841,0.2699,2.4665,0.4954,0.5104,0.9221,0.6555,0.8262,0.8277,3.7419,0.9697,0.3419,0.3419,0.3419,0.3375,0.0,0.6097,0.8271,0.3021,2.0764,0.4285,8.6267,0.6849,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2282,83,50,1,3,52,63,18,28,0,11,0,11,136,105,0,11,9.3,6.0,0.0,0.1,2.4,2.8,0.8,1.3,0.0,1.4,0.0,1.4,6.2,4.7,0.0,1.4
42,Pennsylvania,PA,42101,Philadelphia County,42101018801,Census Tract 188.01; Philadelphia County; Pennsylvania,0.15877479495,3794,881,1419,157,1107,200,3468,847,17,21,863,180,697,339,296,279,266,197,1739,769,1250,331,199,113,534,292,3054,934,54,68,1,2,196,72,540,222,101,7,91.8,6.1,1.8,2.3,78.0,8.1,38.6,15.0,7.8,6.5,7.0,5.5,45.8,11.6,32.9,11.2,18.0,9.7,15.0,7.5,80.5,16.0,3.8,4.8,0.1,0.2,17.7,5.7,48.8,18.2,2.7,0.7,0.9991,0.1213,0.9994,0.9924,0.7932,3.9054,0.885,0.0384,0.9991,0.988,0.9488,0.9745,3.9488,0.9876,0.9282,0.9282,0.9282,0.511,0.4931,0.9997,0.9806,0.7972,3.7816,0.9829,12.564,0.9929,1.0,0.0,1.0,1.0,0.0,3.0,0.0,1.0,1.0,1.0,1.0,4.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,2.0,10.0,2911,201,170,160,184,2893,959,0,11,0,11,0,11,1,2,0,11,18.2,13.3,4.2,5.6,76.3,10.6,0.0,0.8,0.0,0.8,0.0,0.8,0.0,0.1,0.0,0.8
42,Pennsylvania,PA,42101,Philadelphia County,42101018802,Census Tract 188.02; Philadelphia County; Pennsylvania,0.097323186732,4262,1510,1501,397,1085,428,2342,1264,39,63,642,381,318,148,132,170,47,89,1971,1003,611,262,261,308,634,461,4000,1519,0,15,21,37,87,105,372,304,87,10,55.1,22.4,2.2,3.8,59.2,26.2,19.5,8.8,3.1,4.3,1.1,2.2,46.2,13.8,14.4,7.8,24.0,26.8,17.8,11.5,93.9,12.8,0.0,1.0,1.4,2.4,8.0,9.1,34.3,22.0,2.0,0.7,0.9656,0.1689,0.9926,0.9297,0.3345,3.3913,0.7849,0.0053,0.9994,0.5219,0.9829,0.9827,3.4922,0.9347,0.966,0.966,0.966,0.0,0.6239,0.9741,0.9335,0.7515,3.283,0.9024,11.1325,0.9338,1.0,0.0,1.0,1.0,0.0,3.0,0.0,1.0,0.0,1.0,1.0,3.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,2.0,9.0,1774,87,113,656,523,3344,1510,0,11,0,11,0,11,0,11,0,11,8.0,11.4,15.4,12.8,78.5,12.2,0.0,0.7,0.0,0.7,0.0,0.7,0.0,0.7,0.0,0.7
42,Pennsylvania,PA,42101,Philadelphia County,42101019000,Census Tract 190; Philadelphia County; Pennsylvania,0.300621333812,7729,1326,2487,183,2356,222,4367,1306,282,194,1038,343,1599,801,986,555,341,110,2234,599,1642,884,232,136,1149,701,6473,1396,173,117,0,16,7,19,512,216,29,4,56.5,13.8,9.2,5.5,44.1,14.0,36.0,12.2,12.8,6.1,4.4,1.7,28.9,7.6,21.2,9.3,9.8,5.7,16.8,9.8,83.7,11.0,7.0,4.7,0.0,1.2,0.3,0.8,21.7,9.4,0.4,0.1,0.9697,0.8405,0.9282,0.9903,0.933,4.6617,0.9859,0.0161,0.9276,0.8808,0.8212,0.9804,3.6261,0.9532,0.9352,0.9352,0.9352,0.6319,0.0,0.3918,0.8532,0.5403,2.4172,0.5903,11.6402,0.9629,1.0,0.0,1.0,1.0,1.0,4.0,0.0,1.0,0.0,0.0,1.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,4249,531,176,664,453,5675,1598,134,168,0,16,0,16,0,16,0,16,22.5,7.6,8.6,6.2,73.4,11.6,1.7,2.1,0.0,0.4,0.0,0.4,0.0,0.4,0.0,0.4
42,Pennsylvania,PA,42101,Philadelphia County,42101019100,Census Tract 191; Philadelphia County; Pennsylvania,0.555618538692,8628,1369,2825,357,2750,359,2772,904,282,189,813,278,1269,274,1618,538,565,163,2858,761,2047,512,330,188,1320,521,7580,1465,0,22,0,16,138,128,357,130,18,4,32.1,9.2,8.4,5.6,29.6,9.3,23.8,5.8,18.8,5.4,6.5,2.1,33.1,4.7,23.7,6.2,12.0,6.7,16.4,5.9,87.9,9.7,0.0,0.8,0.0,1.1,5.0,4.6,13.0,4.9,0.2,0.0,0.8173,0.8096,0.7244,0.9619,0.9744,4.2876,0.9465,0.0319,0.9774,0.9301,0.8726,0.9789,3.7909,0.9753,0.944,0.944,0.944,0.0,0.0,0.9291,0.7209,0.402,2.052,0.4174,11.0745,0.9285,0.0,0.0,0.0,1.0,1.0,2.0,0.0,1.0,1.0,0.0,1.0,3.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,7.0,6822,324,159,745,294,5930,1119,724,315,0,16,0,16,181,167,0,16,11.8,5.9,8.6,3.4,68.7,4.3,8.4,4.1,0.0,0.3,0.0,0.3,2.1,2.0,0.0,0.3
42,Pennsylvania,PA,42101,Philadelphia County,42101019200,Census Tract 192; Philadelphia County; Pennsylvania,0.258007256072,8914,1785,2977,422,2659,472,6387,1801,39,49,1417,493,1541,580,560,498,764,340,3894,1180,1983,740,822,421,1199,642,8373,1806,0,22,0,16,252,186,644,341,26,8,73.0,14.1,1.9,2.2,53.3,15.9,36.0,10.5,6.3,5.2,8.6,3.7,43.7,7.8,22.2,8.8,30.9,14.9,14.9,7.5,93.9,7.5,0.0,0.7,0.0,1.0,9.5,6.8,24.2,11.4,0.3,0.1,0.9938,0.1363,0.9782,0.9903,0.6952,3.7938,0.8673,0.0665,0.9982,0.9048,0.9956,0.9742,3.9393,0.9865,0.966,0.966,0.966,0.0,0.0,0.9859,0.8768,0.4905,2.3532,0.5624,11.0523,0.927,1.0,0.0,1.0,1.0,0.0,3.0,0.0,1.0,1.0,1.0,1.0,4.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,9.0,3678,711,361,1730,747,6168,1654,474,369,0,16,0,16,1,10,0,16,26.7,12.2,19.4,7.8,69.2,8.9,5.3,4.2,0.0,0.3,0.0,0.3,0.0,0.1,0.0,0.3
42,Pennsylvania,PA,42101,Philadelphia County,42101019501,Census Tract 195.01; Philadelphia County; Pennsylvania,0.152079014066,4615,1085,2042,454,1877,456,3060,1014,435,406,935,490,1076,275,566,444,501,93,1219,368,1509,509,351,144,1185,424,4376,1102,128,81,0,11,52,54,1132,490,11,4,66.4,15.5,28.8,18.9,49.8,23.1,36.0,9.0,12.3,9.3,10.9,3.5,26.4,4.9,32.8,8.9,18.7,6.2,26.3,7.0,94.8,8.6,6.2,3.7,0.0,1.5,2.8,2.8,60.3,13.6,0.2,0.1,0.9862,0.9976,0.9618,0.9903,0.9272,4.8631,0.9988,0.1213,0.8655,0.9877,0.9556,0.9962,3.9263,0.9856,0.9692,0.9692,0.9692,0.6034,0.0,0.8221,0.9947,0.402,2.8222,0.7609,12.5808,0.9935,1.0,1.0,1.0,1.0,1.0,5.0,0.0,0.0,1.0,1.0,1.0,3.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,10.0,3988,718,210,156,133,4086,1048,0,11,0,11,0,11,134,165,0,11,38.3,13.9,3.4,2.8,88.5,5.8,0.0,0.6,0.0,0.6,0.0,0.6,2.9,3.5,0.0,0.6
42,Pennsylvania,PA,42101,Philadelphia County,42101019502,Census Tract 195.02; Philadelphia County; Pennsylvania,0.142973184498,3901,977,1251,123,1150,142,2870,843,19,37,589,214,976,253,495,261,278,125,1185,448,1285,479,128,112,682,251,3800,983,31,50,0,11,22,30,454,185,0,11,75.0,12.8,2.2,4.3,51.2,17.5,45.0,8.2,12.7,5.7,7.1,3.0,30.4,7.2,32.9,8.9,11.1,9.6,19.2,5.3,97.4,6.3,2.5,4.0,0.0,2.4,1.9,2.6,39.5,15.2,0.0,0.3,0.9956,0.1689,0.9697,0.9979,0.9316,4.0637,0.9126,0.0401,0.9508,0.988,0.8556,0.9862,3.8207,0.9776,0.9818,0.9818,0.9818,0.4384,0.0,0.7271,0.9574,0.0,2.1229,0.4506,10.9891,0.9209,1.0,0.0,1.0,1.0,1.0,4.0,0.0,1.0,1.0,0.0,1.0,3.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,9.0,1831,352,143,45,69,3590,997,31,56,0,11,0,11,134,123,0,11,30.6,12.0,1.2,1.9,92.0,4.0,0.8,1.4,0.0,0.8,0.0,0.8,3.4,3.3,0.0,0.8
42,Pennsylvania,PA,42101,Philadelphia County,42101019700,Census Tract 197; Philadelphia County; Pennsylvania,0.173972541874,6746,1292,2314,251,2214,248,4969,1332,579,498,1105,405,1680,592,1676,924,488,153,1697,592,2465,838,0,22,1632,683,6623,1298,0,22,123,166,150,130,1068,384,0,16,73.7,13.8,21.1,16.7,49.9,17.4,38.8,14.5,24.8,12.1,7.2,2.6,25.2,6.0,36.5,12.8,0.0,1.0,26.3,9.9,98.2,4.1,0.0,1.0,5.3,7.2,6.8,5.8,48.2,15.0,0.0,0.2,0.9947,0.9877,0.9621,0.993,0.9885,4.926,1.0,0.0413,0.8236,0.9924,0.0,0.9962,2.8535,0.7291,0.9877,0.9877,0.9877,0.0,0.7674,0.9585,0.9794,0.0,2.7053,0.7156,11.4725,0.9556,1.0,1.0,1.0,1.0,1.0,5.0,0.0,0.0,1.0,0.0,1.0,2.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,2.0,10.0,4780,277,235,983,763,5391,1151,249,324,0,16,0,16,0,16,0,16,12.5,10.5,14.6,10.0,79.9,12.0,3.7,5.0,0.0,0.4,0.0,0.4,0.0,0.4,0.0,0.4
42,Pennsylvania,PA,42101,Philadelphia County,42101019800,Census Tract 198; Philadelphia County; Pennsylvania,0.20861670213,6456,884,2394,260,2178,265,2619,911,187,109,647,259,1174,399,994,456,998,327,1778,578,2056,536,364,186,1247,458,6262,909,27,43,0,16,145,109,869,319,0,16,40.6,13.0,7.8,4.3,29.7,11.3,31.4,8.3,15.4,7.0,15.5,4.6,27.5,6.8,31.8,6.9,16.7,8.3,21.4,7.3,97.0,4.7,1.1,1.8,0.0,1.2,6.7,4.9,39.9,11.5,0.0,0.2,0.8963,0.772,0.7259,0.9859,0.9598,4.3399,0.9538,0.3094,0.8945,0.9862,0.9376,0.99,4.1177,0.995,0.981,0.981,0.981,0.3464,0.0,0.9579,0.9585,0.0,2.2628,0.5191,11.7014,0.9668,0.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,1.0,1.0,1.0,3.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,2.0,8.0,2892,459,256,1569,424,4361,839,332,325,0,16,0,16,0,16,0,16,21.1,11.2,24.3,7.0,67.5,5.7,5.1,5.0,0.0,0.5,0.0,0.5,0.0,0.5,0.0,0.5
42,Pennsylvania,PA,42101,Philadelphia County,42101019900,Census Tract 199; Philadelphia County; Pennsylvania,0.25555512227,5166,1253,1999,371,1823,376,3193,832,153,116,716,336,1328,740,482,264,834,256,1441,653,2049,821,296,181,1157,624,5135,1253,62,71,0,16,116,109,914,284,13,7,61.8,5.9,8.1,7.6,39.3,16.6,38.6,12.0,9.3,5.5,16.1,5.7,27.9,10.9,39.7,10.0,16.3,9.3,24.1,11.5,99.4,2.7,3.1,3.5,0.0,1.5,6.4,5.8,50.1,15.4,0.3,0.1,0.9794,0.79,0.8835,0.9924,0.849,4.4943,0.9726,0.3405,0.9054,0.9959,0.9329,0.9933,4.168,0.9974,0.9968,0.9968,0.9968,0.4754,0.0,0.9544,0.9826,0.4905,2.9029,0.7912,12.562,0.9924,1.0,0.0,0.0,1.0,0.0,2.0,0.0,1.0,1.0,1.0,1.0,4.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,2.0,9.0,3557,523,297,2350,826,2785,1130,0,16,0,16,0,16,0,16,0,16,28.7,15.8,45.5,14.9,53.9,14.9,0.0,0.6,0.0,0.6,0.0,0.6,0.0,0.6,0.0,0.6
42,Pennsylvania,PA,42101,Philadelphia County,42101020000,Census Tract 200; Philadelphia County; Pennsylvania,0.122305144438,1146,259,659,74,474,81,669,274,18,27,327,125,182,103,134,94,233,113,267,176,419,154,86,88,84,84,1079,261,25,37,0,11,0,15,372,95,169,14,67.9,21.4,4.4,6.5,69.0,23.6,30.1,14.4,11.7,7.2,20.3,11.5,23.3,11.1,36.6,15.4,18.1,18.3,8.1,7.9,94.2,8.1,3.8,5.6,0.0,4.4,0.0,3.2,78.5,13.3,14.7,3.5,0.9882,0.4715,0.9976,0.9839,0.9142,4.3554,0.9559,0.5778,0.731,0.993,0.9497,0.9423,4.1938,0.9982,0.9672,0.9672,0.9672,0.511,0.0,0.0,0.9988,0.9478,2.4576,0.6106,11.974,0.9794,1.0,0.0,1.0,1.0,1.0,4.0,0.0,0.0,1.0,1.0,1.0,3.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,2.0,10.0,7481,155,95,622,254,235,206,163,118,14,22,0,11,15,30,30,44,32.7,18.7,54.3,18.9,20.5,16.3,14.2,10.7,1.2,2.0,0.0,2.6,1.3,2.6,2.6,4.1
